Target1,Target2,Mean
comp.windows.x,comp.sys.mac.hardware,0.0033037203531848685
comp.windows.x,comp.windows.x,0.0028019940012299163
comp.windows.x,misc.forsale,0.003155315343303616
comp.windows.x,rec.autos,0.0029360287058362027
comp.windows.x,rec.motorcycles,0.0028789898578470757
comp.windows.x,rec.sport.baseball,0.0030300417261483977
comp.windows.x,rec.sport.hockey,0.0032560031311718246
comp.windows.x,sci.crypt,0.0034530258093571757
comp.windows.x,sci.electronics,0.0029859178260056196
comp.windows.x,sci.med,0.003091370282876506
comp.windows.x,sci.space,0.0030180112905464664
comp.windows.x,soc.religion.christian,0.0032576449698053767
comp.windows.x,talk.politics.guns,0.0033111788004545673
comp.windows.x,talk.politics.mideast,0.003559513825762964
comp.windows.x,talk.politics.misc,0.0032125781328168606
comp.windows.x,talk.religion.misc,0.0032409528161689233
misc.forsale,alt.atheism,0.003454763454447738
misc.forsale,comp.graphics,0.003168217356476575
misc.forsale,comp.os.ms-windows.misc,0.003496168166004666
misc.forsale,comp.sys.ibm.pc.hardware,0.003448132610666082
misc.forsale,comp.sys.mac.hardware,0.00330322658987509
misc.forsale,comp.windows.x,0.0031553153433036153
misc.forsale,misc.forsale,0.002891360176247394
misc.forsale,rec.autos,0.002923898128355865
misc.forsale,rec.motorcycles,0.002892962325593532
misc.forsale,rec.sport.baseball,0.00304186006154584
misc.forsale,rec.sport.hockey,0.0032562359526577705
misc.forsale,sci.crypt,0.003527955031289116
misc.forsale,sci.electronics,0.003003966546520693
misc.forsale,sci.med,0.003147141435495079
misc.forsale,sci.space,0.003070629980198972
misc.forsale,soc.religion.christian,0.0033166198609210604
misc.forsale,talk.politics.guns,0.003344065234151311
misc.forsale,talk.politics.mideast,0.0036024279519070316
misc.forsale,talk.politics.misc,0.003242769804973533
misc.forsale,talk.religion.misc,0.003292296534569255
rec.autos,alt.atheism,0.0031602107994599467
rec.autos,comp.graphics,0.0029616294501719443
rec.autos,comp.os.ms-windows.misc,0.0033059131362975567
rec.autos,comp.sys.ibm.pc.hardware,0.00330306404007851
rec.autos,comp.sys.mac.hardware,0.0031269804606633457
rec.autos,comp.windows.x,0.0029360287058362022
rec.autos,misc.forsale,0.002923898128355864
rec.autos,rec.autos,0.0023175906192376508
rec.autos,rec.motorcycles,0.0025408943102117132
rec.autos,rec.sport.baseball,0.002772738261502524
rec.autos,rec.sport.hockey,0.0030121380689668406
rec.autos,sci.crypt,0.0032779373036601143
rec.autos,sci.electronics,0.002752669512907038
rec.autos,sci.med,0.002857371768098515
rec.autos,sci.space,0.002782877279550257
rec.autos,soc.religion.christian,0.0030211951796465315
rec.autos,talk.politics.guns,0.0030375910144713955
rec.autos,talk.politics.mideast,0.003336917381140348
rec.autos,talk.politics.misc,0.002943063923179258
rec.autos,talk.religion.misc,0.0030010695820896376
rec.motorcycles,alt.atheism,0.003103174031139518
rec.motorcycles,comp.graphics,0.0029070965000885306
rec.motorcycles,comp.os.ms-windows.misc,0.003263203090673676
rec.motorcycles,comp.sys.ibm.pc.hardware,0.003264411652372259
rec.motorcycles,comp.sys.mac.hardware,0.0030863301149024937
rec.motorcycles,comp.windows.x,0.0028789898578470744
rec.motorcycles,misc.forsale,0.0028929623255935324
rec.motorcycles,rec.autos,0.0025408943102117132
rec.motorcycles,rec.motorcycles,0.0021697686586035223
rec.motorcycles,rec.sport.baseball,0.0027023572134109073
rec.motorcycles,rec.sport.hockey,0.002949908084490958
rec.motorcycles,sci.crypt,0.003234498334952066
rec.motorcycles,sci.electronics,0.002721366868860874
rec.motorcycles,sci.med,0.0027941943806226283
rec.motorcycles,sci.space,0.0027310894046215883
rec.motorcycles,soc.religion.christian,0.0029675847356138204
rec.motorcycles,talk.politics.guns,0.0029949439713783197
rec.motorcycles,talk.politics.mideast,0.0032879153478522
rec.motorcycles,talk.politics.misc,0.0028898242255549875
rec.motorcycles,talk.religion.misc,0.0029435694631605195
rec.sport.baseball,alt.atheism,0.003240153158211578
rec.sport.baseball,comp.graphics,0.003052970137327304
rec.sport.baseball,comp.os.ms-windows.misc,0.0033987074145379495
rec.sport.baseball,comp.sys.ibm.pc.hardware,0.003409230270954826
rec.sport.baseball,comp.sys.mac.hardware,0.003235259698884491
rec.sport.baseball,comp.windows.x,0.0030300417261483964
rec.sport.baseball,misc.forsale,0.0030418600615458413
rec.sport.baseball,rec.autos,0.002772738261502523
rec.sport.baseball,rec.motorcycles,0.0027023572134109077
rec.sport.baseball,rec.sport.baseball,0.0024737021178684654
rec.sport.baseball,rec.sport.hockey,0.002889586239729768
rec.sport.baseball,sci.crypt,0.003375421522052287
rec.sport.baseball,sci.electronics,0.0028880581620939916
rec.sport.baseball,sci.med,0.0029445871717521115
rec.sport.baseball,sci.space,0.0028815072653353363
rec.sport.baseball,soc.religion.christian,0.003104790717867449
rec.sport.baseball,talk.politics.guns,0.0031395603576411238
rec.sport.baseball,talk.politics.mideast,0.003407102591222865
rec.sport.baseball,talk.politics.misc,0.003030377703763133
rec.sport.baseball,talk.religion.misc,0.0030758928104928016
rec.sport.hockey,alt.atheism,0.003450121279136767
rec.sport.hockey,comp.graphics,0.0032753584894055906
rec.sport.hockey,comp.os.ms-windows.misc,0.003609781136407997
rec.sport.hockey,comp.sys.ibm.pc.hardware,0.003610970599766914
rec.sport.hockey,comp.sys.mac.hardware,0.0034445473891546517
rec.sport.hockey,comp.windows.x,0.003256003131171824
rec.sport.hockey,misc.forsale,0.0032562359526577714
rec.sport.hockey,rec.autos,0.00301213806896684
rec.sport.hockey,rec.motorcycles,0.002949908084490958
rec.sport.hockey,rec.sport.baseball,0.002889586239729768
rec.sport.hockey,rec.sport.hockey,0.002763600729552867
rec.sport.hockey,sci.crypt,0.0035843598066067086
rec.sport.hockey,sci.electronics,0.0031228851702707313
rec.sport.hockey,sci.med,0.0031875316589864413
rec.sport.hockey,sci.space,0.0031109988895197485
rec.sport.hockey,soc.religion.christian,0.0033188878586356
rec.sport.hockey,talk.politics.guns,0.003359078545082521
rec.sport.hockey,talk.politics.mideast,0.0036114153320546713
rec.sport.hockey,talk.politics.misc,0.003251322940129468
rec.sport.hockey,talk.religion.misc,0.003305042253750219
sci.crypt,alt.atheism,0.0036574232190753194
sci.crypt,comp.graphics,0.0034887311550435662
sci.crypt,comp.os.ms-windows.misc,0.0038109069202414483
sci.crypt,comp.sys.ibm.pc.hardware,0.003805287682688508
sci.crypt,comp.sys.mac.hardware,0.003657802326178443
sci.crypt,comp.windows.x,0.003453025809357175
sci.crypt,misc.forsale,0.0035279550312891164
sci.crypt,rec.autos,0.003277937303660114
sci.crypt,rec.motorcycles,0.0032344983349520667
sci.crypt,rec.sport.baseball,0.003375421522052287
sci.crypt,rec.sport.hockey,0.003584359806606706
sci.crypt,sci.crypt,0.00319591688755559
sci.crypt,sci.electronics,0.003331714156244837
sci.crypt,sci.med,0.003429387988863946
sci.crypt,sci.space,0.0033486398095920354
sci.crypt,soc.religion.christian,0.0035485585157948394
sci.crypt,talk.politics.guns,0.0035294321022596767
sci.crypt,talk.politics.mideast,0.0038204790785606986
sci.crypt,talk.politics.misc,0.003437696354709792
sci.crypt,talk.religion.misc,0.003522763363948043
sci.electronics,alt.atheism,0.003275201853248071
sci.electronics,comp.graphics,0.0030021072927785422
sci.electronics,comp.os.ms-windows.misc,0.0033628307288033304
sci.electronics,comp.sys.ibm.pc.hardware,0.0033335307239167958
sci.electronics,comp.sys.mac.hardware,0.003168220218997461
sci.electronics,comp.windows.x,0.0029859178260056188
sci.electronics,misc.forsale,0.0030039665465206927
sci.electronics,rec.autos,0.002752669512907039
sci.electronics,rec.motorcycles,0.002721366868860875
sci.electronics,rec.sport.baseball,0.0028880581620939916
sci.electronics,rec.sport.hockey,0.003122885170270732
sci.electronics,sci.crypt,0.003331714156244839
sci.electronics,sci.electronics,0.002720858810333514
sci.electronics,sci.med,0.0029467730549813846
sci.electronics,sci.space,0.002869575157416536
sci.electronics,soc.religion.christian,0.0031286730367554175
sci.electronics,talk.politics.guns,0.0031689278981685966
sci.electronics,talk.politics.mideast,0.003446421218800382
sci.electronics,talk.politics.misc,0.0030726972777934945
sci.electronics,talk.religion.misc,0.0031158613869324467
sci.med,alt.atheism,0.0032935187571628004
sci.med,comp.graphics,0.003115198275174071
sci.med,comp.os.ms-windows.misc,0.003474727745495799
sci.med,comp.sys.ibm.pc.hardware,0.0034744250984536026
sci.med,comp.sys.mac.hardware,0.003305781656112728
sci.med,comp.windows.x,0.003091370282876505
sci.med,misc.forsale,0.003147141435495079
sci.med,rec.autos,0.002857371768098516
sci.med,rec.motorcycles,0.002794194380622628
sci.med,rec.sport.baseball,0.002944587171752112
sci.med,rec.sport.hockey,0.003187531658986441
sci.med,sci.crypt,0.0034293879888639455
sci.med,sci.electronics,0.002946773054981386
sci.med,sci.med,0.002748904431195773
sci.med,sci.space,0.0029420280600859824
sci.med,soc.religion.christian,0.0031418557539672947
sci.med,talk.politics.guns,0.0032141230988508036
sci.med,talk.politics.mideast,0.003476007714921741
sci.med,talk.politics.misc,0.003087624041781
sci.med,talk.religion.misc,0.0031388739571734
sci.space,alt.atheism,0.0032448080811778267
sci.space,comp.graphics,0.0030352325858246584
sci.space,comp.os.ms-windows.misc,0.0034039157970444343
sci.space,comp.sys.ibm.pc.hardware,0.0034119804149962186
sci.space,comp.sys.mac.hardware,0.0032381929913764223
sci.space,comp.windows.x,0.0030180112905464655
sci.space,misc.forsale,0.0030706299801989702
sci.space,rec.autos,0.002782877279550256
sci.space,rec.motorcycles,0.002731089404621587
sci.space,rec.sport.baseball,0.0028815072653353355
sci.space,rec.sport.hockey,0.0031109988895197485
sci.space,sci.crypt,0.0033486398095920362
sci.space,sci.electronics,0.002869575157416536
sci.space,sci.med,0.0029420280600859824
sci.space,sci.space,0.0025355443510891077
sci.space,soc.religion.christian,0.0031111489002731496
sci.space,talk.politics.guns,0.003146944463882767
sci.space,talk.politics.mideast,0.0034192436795721913
sci.space,talk.politics.misc,0.0030335355872878286
sci.space,talk.religion.misc,0.003092940886581789
soc.religion.christian,alt.atheism,0.0032094319405203573
soc.religion.christian,comp.graphics,0.003277909882718637
soc.religion.christian,comp.os.ms-windows.misc,0.003619401016374385
soc.religion.christian,comp.sys.ibm.pc.hardware,0.0036215072364853738
soc.religion.christian,comp.sys.mac.hardware,0.0034609330894929714
soc.religion.christian,comp.windows.x,0.0032576449698053767
soc.religion.christian,misc.forsale,0.0033166198609210613
soc.religion.christian,rec.autos,0.0030211951796465302
soc.religion.christian,rec.motorcycles,0.0029675847356138204
soc.religion.christian,rec.sport.baseball,0.0031047907178674487
soc.religion.christian,rec.sport.hockey,0.0033188878586355997
soc.religion.christian,sci.crypt,0.00354855851579484
soc.religion.christian,sci.electronics,0.003128673036755416
soc.religion.christian,sci.med,0.0031418557539672947
soc.religion.christian,sci.space,0.0031111489002731496
soc.religion.christian,soc.religion.christian,0.002807710139015509
soc.religion.christian,talk.politics.guns,0.003313821601752976
soc.religion.christian,talk.politics.mideast,0.0035489122566722485
soc.religion.christian,talk.politics.misc,0.0031973237641022847
soc.religion.christian,talk.religion.misc,0.0030010205877598543
talk.politics.guns,alt.atheism,0.003426675926886368
talk.politics.guns,comp.graphics,0.003335547542013071
talk.politics.guns,comp.os.ms-windows.misc,0.003662477466336053
talk.politics.guns,comp.sys.ibm.pc.hardware,0.0036615897792770073
talk.politics.guns,comp.sys.mac.hardware,0.0034981560393614847
talk.politics.guns,comp.windows.x,0.0033111788004545656
talk.politics.guns,misc.forsale,0.00334406523415131
talk.politics.guns,rec.autos,0.0030375910144713964
talk.politics.guns,rec.motorcycles,0.00299494397137832
talk.politics.guns,rec.sport.baseball,0.003139560357641122
talk.politics.guns,rec.sport.hockey,0.0033590785450825214
talk.politics.guns,sci.crypt,0.003529432102259677
talk.politics.guns,sci.electronics,0.003168927898168597
talk.politics.guns,sci.med,0.0032141230988508036
talk.politics.guns,sci.space,0.003146944463882765
talk.politics.guns,soc.religion.christian,0.0033138216017529745
talk.politics.guns,talk.politics.guns,0.002936793503116791
talk.politics.guns,talk.politics.mideast,0.003585586494400688
talk.politics.guns,talk.politics.misc,0.0031854489153905923
talk.politics.guns,talk.religion.misc,0.003261297661600815
talk.politics.mideast,alt.atheism,0.0036652866901559955
talk.politics.mideast,comp.graphics,0.0035838150912436994
talk.politics.mideast,comp.os.ms-windows.misc,0.0039015337395779835
talk.politics.mideast,comp.sys.ibm.pc.hardware,0.003902804255289998
talk.politics.mideast,comp.sys.mac.hardware,0.0037463238375572447
talk.politics.mideast,comp.windows.x,0.0035595138257629635
talk.politics.mideast,misc.forsale,0.003602427951907031
talk.politics.mideast,rec.autos,0.003336917381140349
talk.politics.mideast,rec.motorcycles,0.0032879153478522004
talk.politics.mideast,rec.sport.baseball,0.003407102591222865
talk.politics.mideast,rec.sport.hockey,0.0036114153320546713
talk.politics.mideast,sci.crypt,0.0038204790785606986
talk.politics.mideast,sci.electronics,0.003446421218800382
talk.politics.mideast,sci.med,0.00347600771492174
talk.politics.mideast,sci.space,0.0034192436795721904
talk.politics.mideast,soc.religion.christian,0.0035489122566722472
talk.politics.mideast,talk.politics.guns,0.0035855864944006866
talk.politics.mideast,talk.politics.mideast,0.0033531129625558893
talk.politics.mideast,talk.politics.misc,0.0034821472193152067
talk.politics.mideast,talk.religion.misc,0.0035312774669171527
talk.politics.misc,alt.atheism,0.0033185082391339487
talk.politics.misc,comp.graphics,0.003238556233873156
talk.politics.misc,comp.os.ms-windows.misc,0.003572596344257537
talk.politics.misc,comp.sys.ibm.pc.hardware,0.0035777398862095284
talk.politics.misc,comp.sys.mac.hardware,0.0034078226286743166
talk.politics.misc,comp.windows.x,0.003212578132816861
talk.politics.misc,misc.forsale,0.0032427698049735335
talk.politics.misc,rec.autos,0.0029430639231792575
talk.politics.misc,rec.motorcycles,0.0028898242255549858
talk.politics.misc,rec.sport.baseball,0.0030303777037631336
talk.politics.misc,rec.sport.hockey,0.003251322940129468
talk.politics.misc,sci.crypt,0.003437696354709791
talk.politics.misc,sci.electronics,0.0030726972777934936
talk.politics.misc,sci.med,0.0030876240417809994
talk.politics.misc,sci.space,0.003033535587287828
talk.politics.misc,soc.religion.christian,0.0031973237641022855
talk.politics.misc,talk.politics.guns,0.003185448915390592
talk.politics.misc,talk.politics.mideast,0.003482147219315207
talk.politics.misc,talk.politics.misc,0.0029293367206907465
talk.politics.misc,talk.religion.misc,0.003176270906905339
talk.religion.misc,alt.atheism,0.003225663360879465
talk.religion.misc,comp.graphics,0.003264582572585874
talk.religion.misc,comp.os.ms-windows.misc,0.0036051589904042987
talk.religion.misc,comp.sys.ibm.pc.hardware,0.0036062243292761978
talk.religion.misc,comp.sys.mac.hardware,0.0034440094722051895
talk.religion.misc,comp.windows.x,0.003240952816168924
talk.religion.misc,misc.forsale,0.003292296534569255
talk.religion.misc,rec.autos,0.003001069582089638
talk.religion.misc,rec.motorcycles,0.0029435694631605195
talk.religion.misc,rec.sport.baseball,0.003075892810492802
talk.religion.misc,rec.sport.hockey,0.00330504225375022
talk.religion.misc,sci.crypt,0.003522763363948045
talk.religion.misc,sci.electronics,0.0031158613869324463
talk.religion.misc,sci.med,0.0031388739571734004
talk.religion.misc,sci.space,0.003092940886581788
talk.religion.misc,soc.religion.christian,0.003001020587759854
talk.religion.misc,talk.politics.guns,0.003261297661600816
talk.religion.misc,talk.politics.mideast,0.0035312774669171514
talk.religion.misc,talk.politics.misc,0.00317627090690534
talk.religion.misc,talk.religion.misc,0.003002657258628927
